,forms,javascript,logged_links,href_links,iframes,ip,www,protocol,nof_vowels,nof_consonants,nof_special_sym,nof_digits,nof_alpha,nof_alphanumeric,nof_ques,nof_dollar,nof_percent,nof_at,nof_dash,nof_dots,nof_dir,nof_www,nof_http,nof_eq,dash_in_path,terms_in_url,Labels
480,1,0,0,12,0,0,0,0,12,27,2,16,41,57,0,0,1,0,1,3,4,0,1,0,2,9,0
481,1,0,0,12,0,0,0,0,14,27,2,14,43,57,0,0,1,0,1,3,4,0,1,0,2,9,0
482,1,0,0,7,0,0,0,0,10,29,1,5,39,44,0,0,0,0,1,3,5,0,1,0,3,9,0
483,1,0,0,0,0,0,0,0,11,28,1,17,39,56,1,0,0,0,0,3,3,0,1,1,1,8,0
484,1,0,0,2,0,0,0,0,7,18,1,3,25,28,0,0,0,0,1,2,3,0,1,0,1,5,0
485,2,0,0,43,0,0,0,0,13,28,1,3,43,46,0,0,0,0,0,3,4,0,1,0,2,7,0
486,0,0,0,3,0,0,0,0,18,37,1,3,55,58,0,0,0,0,1,3,5,0,1,0,3,9,0
487,0,0,0,3,0,0,0,0,10,37,2,12,49,61,0,0,1,0,1,3,4,0,1,0,2,9,0
488,1,0,0,12,0,0,0,0,10,32,2,9,44,53,0,0,1,0,1,3,4,0,1,0,2,9,0
489,1,0,0,12,0,0,0,0,10,32,2,20,44,64,0,0,1,0,1,3,4,0,1,0,2,9,0
490,0,0,0,3,0,0,0,0,12,23,1,3,36,39,0,0,0,0,1,3,4,0,1,0,2,8,0
491,2,0,0,30,0,0,0,1,6,14,1,0,20,20,0,0,0,0,0,1,4,0,1,0,2,4,0
492,0,0,0,0,0,0,0,0,22,47,1,0,72,72,0,0,0,0,1,2,11,0,1,0,9,13,0
493,1,0,0,2,0,0,0,1,11,25,1,0,36,36,0,0,0,0,0,2,4,0,1,0,2,6,0
494,0,0,0,0,0,0,1,1,9,39,1,0,48,48,0,0,0,0,0,6,5,1,1,0,3,11,0
495,0,0,0,0,0,0,0,0,30,76,1,9,106,115,1,0,0,0,4,2,12,0,1,1,10,19,0
496,2,0,0,0,0,0,0,1,10,17,1,0,27,27,0,0,0,0,0,1,3,0,1,0,1,3,0
497,1,0,0,1,0,0,0,1,6,16,1,3,28,31,0,0,0,0,1,1,4,0,1,0,2,6,0
498,1,0,0,93,0,0,0,1,21,29,2,12,50,62,1,0,0,0,0,2,5,0,1,1,3,9,0
499,0,0,0,29,0,0,0,0,17,43,1,8,60,68,0,0,0,0,2,1,9,0,1,0,7,11,0
